Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,local health board provider,local health board provider_reference,local health board provider_sort,local health board provider_hierarchy,specialty,specialty_reference,specialty_sort,specialty_hierarchy,stage of pathway,stage of pathway_reference,stage of pathway_sort,stage of pathway_hierarchy,weeks waiting,weeks waiting_reference,weeks waiting_sort,weeks waiting_hierarchy,age group,age group_reference,age group_sort,age group_hierarchy,Notes
2,2,Pathways waiting,1,1,,Aug-24,20240831,156,,Cardiff and Vale University LHB,W11000029,10,W92000004,Neurology,400,49,T,All Stages of Pathway,T,5,,Over 73 weeks and up to 77 weeks,73 - 76,50,T,Less than 18 years of age,17,,T,
98,98,Pathways waiting,1,1,,Nov-24,20241130,159,,Aneurin Bevan LHB,W11000028,9,W92000004,General Surgery,100,29,T,All Stages of Pathway,T,5,,Over 38 weeks and up to 39 weeks,38,39,T,Over 18 years of age,18,,T,
2,2,Pathways waiting,1,1,,Jul-25,20250731,167,,Swansea Bay University Health Board,W11000031,5,W92000004,Urology,101,76,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 89 weeks and up to 93 weeks,89 - 92,54,T,Total,T,,,
11,11,Pathways waiting,1,1,,Nov-24,20241130,159,,Powys Teaching LHB,W11000024,3,W92000004,Total,T,83,,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 29 weeks and up to 30 weeks,29,30,T,Total,T,,,
20,20,Pathways waiting,1,1,,Aug-25,20250831,168,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Gynaecology,502,34,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 65 weeks and up to 69 weeks,65 - 68,48,T,Total,T,,,
7,7,Pathways waiting,1,1,,Jan-25,20250131,161,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Plastic Surgery,160,68,T,All Stages of Pathway,T,5,,Over 21 weeks and up to 22 weeks,21,22,T,Over 18 years of age,18,,T,
26,26,Pathways waiting,1,1,,Nov-24,20241130,159,,Aneurin Bevan LHB,W11000028,9,W92000004,Trauma and Orthopaedic,110,75,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 41 weeks and up to 45 weeks,41 - 44,42,T,Total,T,,,
65,65,Pathways waiting,1,1,,Sep-25,20250930,169,,Swansea Bay University Health Board,W11000031,5,W92000004,Geriatric Medicine,430,31,T,All Stages of Pathway,T,5,,Over 5 weeks and up to 6 weeks,5,6,T,Over 18 years of age,18,,T,
10,10,Pathways waiting,1,1,,Aug-25,20250831,168,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Haemotology (clinical),303,36,T,All Stages of Pathway,T,5,,Over 13 weeks and up to 14 weeks,13,14,T,Over 18 years of age,18,,T,
5,5,Pathways waiting,1,1,,Nov-24,20241130,159,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Paediatric Surgery,171,64,T,All Stages of Pathway,T,5,,Over 8 weeks and up to 9 weeks,8,9,T,Less than 18 years of age,17,,T,
34,34,Pathways waiting,1,1,,Jun-25,20250630,166,,Cardiff and Vale University LHB,W11000029,10,W92000004,Paediatrics,420,65,T,All Stages of Pathway,T,5,,Over 33 weeks and up to 34 weeks,33,34,T,Less than 18 years of age,17,,T,
18,18,Pathways waiting,1,1,,Feb-25,20250228,162,,Cardiff and Vale University LHB,W11000029,10,W92000004,Paediatric Surgery,171,64,T,All Stages of Pathway,T,5,,Over 13 weeks and up to 14 weeks,13,14,T,Less than 18 years of age,17,,T,
303,303,Pathways waiting,1,1,,Feb-25,20250228,162,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Ophthalmology,130,58,T,All Stages of Pathway,T,5,,Over 15 weeks and up to 16 weeks,15,16,T,Over 18 years of age,18,,T,
62,62,Pathways waiting,1,1,,Jun-25,20250630,166,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Diagnostic Services,998,23,T,All Stages of Pathway,T,5,,Over 61 weeks and up to 65 weeks,61 - 64,47,T,Total,T,,,
12,12,Pathways waiting,1,1,,Jun-25,20250630,166,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Oral Surgery,140,59,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 28 weeks and up to 29 weeks,28,29,T,Total,T,,,
85,85,Pathways waiting,1,1,,Feb-25,20250228,162,,Aneurin Bevan LHB,W11000028,9,W92000004,Urology,101,76,T,All Stages of Pathway,T,5,,Over 30 weeks and up to 31 weeks,30,31,T,Over 18 years of age,18,,T,
211,211,Pathways waiting,1,1,,Jun-25,20250630,166,,Cardiff and Vale University LHB,W11000029,10,W92000004,Oral Surgery,140,59,T,All Stages of Pathway,T,5,,Over 45 weeks and up to 49 weeks,45 - 48,43,T,Over 18 years of age,18,,T,
1,1,Pathways waiting,1,1,,May-25,20250531,165,,Cardiff and Vale University LHB,W11000029,10,W92000004,Allied Health Profession Services,999,2,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 28 weeks and up to 29 weeks,28,29,T,Total,T,,,
167,167,Pathways waiting,1,1,,Jan-25,20250131,161,,All Wales LHB (Provider),W92000004,1,,Cardiology,320,7,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 4 weeks and up to 5 weeks,4,5,T,Total,T,,,
666,666,Pathways waiting,1,1,,Feb-25,20250228,162,,Aneurin Bevan LHB,W11000028,9,W92000004,Total,T,83,,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 85 weeks and up to 89 weeks,85 - 88,53,T,Total,T,,,
161,161,Pathways waiting,1,1,,Jan-25,20250131,161,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Oral Surgery,140,59,T,All Stages of Pathway,T,5,,Over 9 weeks and up to 10 weeks,9,10,T,Total,T,,,
1,1,Pathways waiting,1,1,,Aug-24,20240831,156,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Dermatology,330,21,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 7 weeks and up to 8 weeks,7,8,T,Total,T,,,
6,6,Pathways waiting,1,1,,Oct-25,20251031,170,,All Wales LHB (Provider),W92000004,1,,Oral Surgery,140,59,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 27 weeks and up to 28 weeks,27,28,T,Less than 18 years of age,17,,T,
4,4,Pathways waiting,1,1,,Jan-25,20250131,161,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Orthodontics,143,60,T,All Stages of Pathway,T,5,,Over 35 weeks and up to 36 weeks,35,36,T,Less than 18 years of age,17,,T,
"2,760",2760,Pathways waiting,1,1,,Dec-24,20241231,160,,Aneurin Bevan LHB,W11000028,9,W92000004,Total,T,83,,All Stages of Pathway,T,5,,Over 61 weeks and up to 65 weeks,61 - 64,47,T,Over 18 years of age,18,,T,
75,75,Pathways waiting,1,1,,Aug-24,20240831,156,,Hywel Dda LHB,W11000025,4,W92000004,Dermatology,330,21,T,Waiting for new OP appointment,1,1,T,Over 31 weeks and up to 32 weeks,31,32,T,Total,T,,,
"1,215",1215,Pathways waiting,1,1,,Sep-24,20240930,157,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Total,T,83,,Waiting for new OP appointment,1,1,T,Over 18 weeks and up to 19 weeks,18,19,T,Over 18 years of age,18,,T,
10,10,Pathways waiting,1,1,,Nov-24,20241130,159,,Aneurin Bevan LHB,W11000028,9,W92000004,Diagnostic Services,998,23,T,All Stages of Pathway,T,5,,Over 61 weeks and up to 65 weeks,61 - 64,47,T,Total,T,,,
187,187,Pathways waiting,1,1,,Sep-25,20250930,169,,Swansea Bay University Health Board,W11000031,5,W92000004,Dermatology,330,21,T,All Stages of Pathway,T,5,,Over 1 week and up to 2 weeks,1,2,T,Over 18 years of age,18,,T,
17,17,Pathways waiting,1,1,,Mar-25,20250331,163,,Hywel Dda LHB,W11000025,4,W92000004,Audiological Medicine,310,5,T,All Stages of Pathway,T,5,,Total,T,59,,Total,T,,,
1,1,Pathways waiting,1,1,,Oct-24,20241031,158,,Cardiff and Vale University LHB,W11000029,10,W92000004,Neurology,400,49,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 13 weeks and up to 14 weeks,13,14,T,Total,T,,,
1,1,Pathways waiting,1,1,,Nov-24,20241130,159,,Cardiff and Vale University LHB,W11000029,10,W92000004,Paediatric Neurology,421,63,T,All Stages of Pathway,T,5,,Over 6 weeks and up to 7 weeks,6,7,T,Total,T,,,
115,115,Pathways waiting,1,1,,Sep-24,20240930,157,,Aneurin Bevan LHB,W11000028,9,W92000004,Total,T,83,,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 30 weeks and up to 31 weeks,30,31,T,Over 18 years of age,18,,T,
22,22,Pathways waiting,1,1,,May-25,20250531,165,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Total,T,83,,Waiting for new OP appointment,1,1,T,Over 97 weeks and up to 101 weeks,97 - 100,56,T,Less than 18 years of age,17,,T,
5,5,Pathways waiting,1,1,,Sep-24,20240930,157,,Aneurin Bevan LHB,W11000028,9,W92000004,Haemotology (clinical),303,36,T,All Stages of Pathway,T,5,,Over 21 weeks and up to 22 weeks,21,22,T,Total,T,,,
13,13,Pathways waiting,1,1,,Nov-24,20241130,159,,Aneurin Bevan LHB,W11000028,9,W92000004,Dermatology,330,21,T,All Stages of Pathway,T,5,,Over 19 weeks and up to 20 weeks,19,20,T,Less than 18 years of age,17,,T,
"5,168",5168,Pathways waiting,1,1,,Jun-25,20250630,166,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Vascular Surgery,107,79,T,All Stages of Pathway,T,5,,Total,T,59,,Over 18 years of age,18,,T,
127,127,Pathways waiting,1,1,,Jun-25,20250630,166,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Gynaecology,502,34,T,All Stages of Pathway,T,5,,Over 28 weeks and up to 29 weeks,28,29,T,Total,T,,,
8,8,Pathways waiting,1,1,,Jan-25,20250131,161,,All Wales LHB (Provider),W92000004,1,,Neurology,400,49,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 32 weeks and up to 33 weeks,32,33,T,Total,T,,,
109,109,Pathways waiting,1,1,,Jun-25,20250630,166,,Swansea Bay University Health Board,W11000031,5,W92000004,Total,T,83,,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 22 weeks and up to 23 weeks,22,23,T,Over 18 years of age,18,,T,
"1,597",1597,Pathways waiting,1,1,,Oct-25,20251031,170,,All Wales LHB (Provider),W92000004,1,,"Ear, Nose and Throat",120,24,T,All Stages of Pathway,T,5,,Over 1 week and up to 2 weeks,1,2,T,Total,T,,,
79,79,Pathways waiting,1,1,,Aug-25,20250831,168,,All Wales LHB (Provider),W92000004,1,,Nephrology,361,48,T,All Stages of Pathway,T,5,,Over 10 weeks and up to 11 weeks,10,11,T,Total,T,,,
34,34,Pathways waiting,1,1,,Aug-24,20240831,156,,All Wales LHB (Provider),W92000004,1,,Diagnostic Services,998,23,T,All Stages of Pathway,T,5,,Over 8 weeks and up to 9 weeks,8,9,T,Less than 18 years of age,17,,T,
2,2,Pathways waiting,1,1,,Aug-24,20240831,156,,All Wales LHB (Provider),W92000004,1,,Clinical Neurophysiology,401,14,T,All Stages of Pathway,T,5,,Over 17 weeks and up to 18 weeks,17,18,T,Less than 18 years of age,17,,T,
35,35,Pathways waiting,1,1,,Jul-25,20250731,167,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Rheumatology,410,73,T,Waiting for new OP appointment,1,1,T,Over 61 weeks and up to 65 weeks,61 - 64,47,T,Total,T,,,
7,7,Pathways waiting,1,1,,May-25,20250531,165,,Powys Teaching LHB,W11000024,3,W92000004,Oral Surgery,140,59,T,All Stages of Pathway,T,5,,Over 18 weeks and up to 19 weeks,18,19,T,Total,T,,,
20,20,Pathways waiting,1,1,,Dec-24,20241231,160,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Plastic Surgery,160,68,T,All Stages of Pathway,T,5,,Over 45 weeks and up to 49 weeks,45 - 48,43,T,Over 18 years of age,18,,T,
474,474,Pathways waiting,1,1,,Jun-25,20250630,166,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Orthodontics,143,60,T,All Stages of Pathway,T,5,,Total,T,59,,Total,T,,,
554,554,Pathways waiting,1,1,,Sep-25,20250930,169,,Swansea Bay University Health Board,W11000031,5,W92000004,Total,T,83,,Waiting for new OP appointment,1,1,T,Over 34 weeks and up to 35 weeks,34,35,T,Total,T,,,
13,13,Pathways waiting,1,1,,Feb-25,20250228,162,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,"Ear, Nose and Throat",120,24,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 13 weeks and up to 14 weeks,13,14,T,Total,T,,,
2,2,Pathways waiting,1,1,,Mar-25,20250331,163,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Haemotology (clinical),303,36,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Total,T,59,,Total,T,,,
264,264,Pathways waiting,1,1,,Mar-25,20250331,163,,All Wales LHB (Provider),W92000004,1,,General Surgery,100,29,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 24 weeks and up to 25 weeks,24,25,T,Total,T,,,
33,33,Pathways waiting,1,1,,Oct-24,20241031,158,,Cardiff and Vale University LHB,W11000029,10,W92000004,Trauma and Orthopaedic,110,75,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 30 weeks and up to 31 weeks,30,31,T,Total,T,,,
40,40,Pathways waiting,1,1,,Apr-25,20250430,164,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Total,T,83,,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 11 weeks and up to 12 weeks,11,12,T,Less than 18 years of age,17,,T,
"3,095",3095,Pathways waiting,1,1,,Sep-24,20240930,157,,Cardiff and Vale University LHB,W11000029,10,W92000004,Total,T,83,,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Total,T,59,,Less than 18 years of age,17,,T,
76,76,Pathways waiting,1,1,,Mar-25,20250331,163,,Aneurin Bevan LHB,W11000028,9,W92000004,Neurology,400,49,T,Waiting for new OP appointment,1,1,T,Over 15 weeks and up to 16 weeks,15,16,T,Total,T,,,
1,1,Pathways waiting,1,1,,Dec-24,20241231,160,,Cardiff and Vale University LHB,W11000029,10,W92000004,Cardiology,320,7,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 32 weeks and up to 33 weeks,32,33,T,Total,T,,,
14,14,Pathways waiting,1,1,,Aug-25,20250831,168,,Aneurin Bevan LHB,W11000028,9,W92000004,Oral Surgery,140,59,T,All Stages of Pathway,T,5,,Over 0 weeks and up to 1 week,0,1,T,Less than 18 years of age,17,,T,
42,42,Pathways waiting,1,1,,Jun-25,20250630,166,,Cardiff and Vale University LHB,W11000029,10,W92000004,Rheumatology,410,73,T,All Stages of Pathway,T,5,,Over 12 weeks and up to 13 weeks,12,13,T,Total,T,,,
101,101,Pathways waiting,1,1,,Sep-24,20240930,157,,All Wales LHB (Provider),W92000004,1,,Rheumatology,410,73,T,Waiting for new OP appointment,1,1,T,Over 61 weeks and up to 65 weeks,61 - 64,47,T,Over 18 years of age,18,,T,
37,37,Pathways waiting,1,1,,May-25,20250531,165,,All Wales LHB (Provider),W92000004,1,,Oral Surgery,140,59,T,All Stages of Pathway,T,5,,Over 38 weeks and up to 39 weeks,38,39,T,Less than 18 years of age,17,,T,
1,1,Pathways waiting,1,1,,Dec-24,20241231,160,,Swansea Bay University Health Board,W11000031,5,W92000004,Medical Oncology,370,45,T,All Stages of Pathway,T,5,,Over 37 weeks and up to 38 weeks,37,38,T,Total,T,,,
173,173,Pathways waiting,1,1,,Aug-24,20240831,156,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,General Surgery,100,29,T,Waiting for new OP appointment,1,1,T,Over 6 weeks and up to 7 weeks,6,7,T,Total,T,,,
3,3,Pathways waiting,1,1,,Sep-24,20240930,157,,All Wales LHB (Provider),W92000004,1,,Cardiothoracic Surgery,170,8,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 28 weeks and up to 29 weeks,28,29,T,Total,T,,,
25,25,Pathways waiting,1,1,,Jun-25,20250630,166,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Orthodontics,143,60,T,All Stages of Pathway,T,5,,Over 1 week and up to 2 weeks,1,2,T,Total,T,,,
20,20,Pathways waiting,1,1,,Jul-25,20250731,167,,Cardiff and Vale University LHB,W11000029,10,W92000004,Neurosurgery,150,51,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Total,T,59,,Total,T,,,
17,17,Pathways waiting,1,1,,Nov-24,20241130,159,,Swansea Bay University Health Board,W11000031,5,W92000004,Cardiology,320,7,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 41 weeks and up to 45 weeks,41 - 44,42,T,Total,T,,,
46,46,Pathways waiting,1,1,,Dec-24,20241231,160,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Rheumatology,410,73,T,All Stages of Pathway,T,5,,Over 10 weeks and up to 11 weeks,10,11,T,Over 18 years of age,18,,T,
18,18,Pathways waiting,1,1,,Oct-25,20251031,170,,Hywel Dda LHB,W11000025,4,W92000004,Ophthalmology,130,58,T,All Stages of Pathway,T,5,,Over 49 weeks and up to 53 weeks,49 - 52,44,T,Less than 18 years of age,17,,T,
41,41,Pathways waiting,1,1,,Dec-24,20241231,160,,Cardiff and Vale University LHB,W11000029,10,W92000004,"Ear, Nose and Throat",120,24,T,Waiting for admitted diagnostic or therapeutic intervention only,4,4,T,Over 29 weeks and up to 30 weeks,29,30,T,Total,T,,,
37,37,Pathways waiting,1,1,,May-25,20250531,165,,Cardiff and Vale University LHB,W11000029,10,W92000004,Urology,101,76,T,Waiting for new OP appointment,1,1,T,Over 32 weeks and up to 33 weeks,32,33,T,Total,T,,,
19,19,Pathways waiting,1,1,,Feb-25,20250228,162,,Cardiff and Vale University LHB,W11000029,10,W92000004,Cardiology,320,7,T,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 36 weeks and up to 37 weeks,36,37,T,Total,T,,,
7,7,Pathways waiting,1,1,,Nov-24,20241130,159,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Total,T,83,,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 40 weeks and up to 41 weeks,40,41,T,Less than 18 years of age,17,,T,
3,3,Pathways waiting,1,1,,Jan-25,20250131,161,,Swansea Bay University Health Board,W11000031,5,W92000004,Medical Oncology,370,45,T,All Stages of Pathway,T,5,,Over 39 weeks and up to 40 weeks,39,40,T,Total,T,,,
111,111,Pathways waiting,1,1,,Nov-24,20241130,159,,Swansea Bay University Health Board,W11000031,5,W92000004,General Surgery,100,29,T,All Stages of Pathway,T,5,,Over 23 weeks and up to 24 weeks,23,24,T,Over 18 years of age,18,,T,
127,127,Pathways waiting,1,1,,Dec-24,20241231,160,,Cardiff and Vale University LHB,W11000029,10,W92000004,Cardiology,320,7,T,Waiting for new OP appointment,1,1,T,Over 33 weeks and up to 34 weeks,33,34,T,Total,T,,,
44,44,Pathways waiting,1,1,,Apr-25,20250430,164,,All Wales LHB (Provider),W92000004,1,,Total,T,83,,Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown,3,3,T,Over 77 weeks and up to 81 weeks,77 - 80,51,T,Less than 18 years of age,17,,T,
98,98,Pathways waiting,1,1,,Jul-25,20250731,167,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Pain Management,191,66,T,All Stages of Pathway,T,5,,Over 10 weeks and up to 11 weeks,10,11,T,Total,T,,,
1,1,Pathways waiting,1,1,,Aug-25,20250831,168,,Hywel Dda LHB,W11000025,4,W92000004,Gynaecology,502,34,T,All Stages of Pathway,T,5,,Over 85 weeks and up to 89 weeks,85 - 88,53,T,Less than 18 years of age,17,,T,
"2,178",2178,Pathways waiting,1,1,,Feb-25,20250228,162,,All Wales LHB (Provider),W92000004,1,,Diagnostic Services,998,23,T,All Stages of Pathway,T,5,,Over 5 weeks and up to 6 weeks,5,6,T,Over 18 years of age,18,,T,
7,7,Pathways waiting,1,1,,Nov-24,20241130,159,,Betsi Cadwaladr University LHB,W11000023,2,W92000004,Urology,101,76,T,All Stages of Pathway,T,5,,Over 19 weeks and up to 20 weeks,19,20,T,Less than 18 years of age,17,,T,
164,164,Pathways waiting,1,1,,Sep-25,20250930,169,,Swansea Bay University Health Board,W11000031,5,W92000004,Plastic Surgery,160,68,T,All Stages of Pathway,T,5,,Over 1 week and up to 2 weeks,1,2,T,Over 18 years of age,18,,T,
72,72,Pathways waiting,1,1,,Dec-24,20241231,160,,Cardiff and Vale University LHB,W11000029,10,W92000004,Gynaecology,502,34,T,All Stages of Pathway,T,5,,Over 39 weeks and up to 40 weeks,39,40,T,Total,T,,,
12,12,Pathways waiting,1,1,,Aug-24,20240831,156,,All Wales LHB (Provider),W92000004,1,,Diagnostic Services,998,23,T,"Waiting for diagnostic or AHP test, intervention or result",2,2,T,Over 14 weeks and up to 15 weeks,14,15,T,Less than 18 years of age,17,,T,
"1,003",1003,Pathways waiting,1,1,,Jan-25,20250131,161,,Cwm Taf Morgannwg University Health Board,W11000030,7,W92000004,Total,T,83,,All Stages of Pathway,T,5,,Over 39 weeks and up to 40 weeks,39,40,T,Over 18 years of age,18,,T,
